18.9965 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
20.5209 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000214DF6420A0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000214DF642040>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000214DF62FEE0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000214DF806CD0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.5220 	EXP 	window1: mouseVisible = True
20.5221 	EXP 	window1: backgroundImage = ''
20.5221 	EXP 	window1: backgroundFit = 'none'
20.5258 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
20.5259 	EXP 	window1: recordFrameIntervals = False
20.6864 	EXP 	window1: recordFrameIntervals = True
20.8698 	EXP 	Screen (0) actual frame rate measured at 60.01Hz
20.8699 	EXP 	window1: recordFrameIntervals = False
20.8701 	EXP 	window1: mouseVisible = False
22.3254 	EXP 	untitled: status = STARTED
22.3270 	EXP 	window1: mouseVisible = True
