stimuli,star,CorrectAns,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,routine_21.started,text_9.started,key_resp_8.started,routine_21.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,introduction.started,text_6.started,key_resp_5.started,introduction.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,routine_14.started,image_6.started,routine_14.stopped,routine_16.started,text_4.started,text_4.stopped,routine_16.stopped,routine_17.started,image_7.started,key_resp_3.started,image_7.stopped,routine_17.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,routine_20.started,text_8.started,key_resp_7.started,routine_20.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_18.started,text_5.started,key_resp_4.started,routine_18.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,image_3.started,trial.stopped,routine.started,text_3.started,text_3.stopped,routine.stopped,routine_1.started,image_2.started,key_resp.started,image_2.stopped,routine_1.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_22.started,text_10.started,key_resp_9.started,routine_22.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_19.started,text_7.started,key_resp_6.started,routine_19.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,routine_23.started,image_8.started,routine_23.stopped,routine_24.started,text_11.started,text_11.stopped,routine_24.stopped,routine_25.started,image_9.started,key_resp_10.started,routine_25.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,image_9.stopped,routine_26.started,text_12.started,key_resp_11.started,text_12.stopped,routine_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_27.started,text_13.started,key_resp_12.started,routine_27.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,routine_10.started,image_4.started,routine_10.stopped,routine_11.started,text.started,text.stopped,routine_11.stopped,routine_12.started,image_5.started,key_resp_2.started,routine_12.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,0.003779606769455768,0.008757786668979861,0.008757786668979861,8.737813555023763,space,8.720513718839811,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.737841498694138,8.753259794406688,8.753259794406688,46.487505573710564,space,37.718651708890604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
1,test/blank.PNG,space,0,0,0,2,,,,,,,,,,,,,46.67248786403388,,,,,,,,,,,,,,,,46.500099154959344,46.67248786403388,46.990391884436974,46.99044026003838,47.50298636709448,47.912268292888086,47.78697007683604,47.78699020829748,49.108014905694574,49.108014905694574,49.919529140140185,52.05514217619293,space,2.941084526898635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
8,test/rightstar.PNG,space,0,1,1,1,,,,,,,,,,,,,52.15911756893672,,,,,,,,,,,,,,,,52.05715381998988,52.15911756893672,52.5570306274646,52.55704114389965,53.06966657492325,53.58516449507289,53.353886754219445,53.353909289437524,54.68225552894063,54.68225552894063,55.48613453104508,55.637204923854995,right,0.9422019732437548,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
2,test/leftstar.PNG,left,0,2,2,4,,,,,,,,,,,,,55.741448936397774,,,,,,,,,,,,,,,,55.637861750343404,55.741448936397774,56.14022794823751,56.140238464672564,56.65298798963016,57.16702532718131,56.937104206453796,56.93713695763739,58.26561059623975,58.26561059623975,59.069542180519704,61.820636190238076,space,3.5503244470458526,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
9,test/rightstar.PNG,space,0,3,3,3,,,,,,,,,,,,,61.91720681080392,,,,,,,,,,,,,,,,61.82136482895464,61.91720681080392,62.32359972164494,62.323610538549644,62.836265115121876,63.33927672166061,63.1203314539963,63.12035098451861,64.44892858559353,64.44892858559353,,65.19184261163343,right,0.7363000897803431,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
1,test/leftstar.PNG,left,0,4,4,0,,,,,,,,,,,,,65.29375257652657,,,,,,,,,,,,,,,,65.19266439591792,65.29375257652657,65.70699769599929,65.70700971478226,66.2030104647543,66.70075093355894,66.4866023621716,66.48661678471115,67.81559821689336,67.81559821689336,68.61952168849473,70.45357745084016,space,2.6338276458449172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
8,test/rightstar.PNG,space,0,5,5,5,,,,,,,,,,,,,70.54847024930558,,,,,,,,,,,,,,,,70.4539791786604,70.54847024930558,70.95700190257332,70.9570133204171,71.4528737510982,71.95545117910268,71.73685445614404,71.73687008056186,73.06570939063567,73.06570939063567,,73.47497118496784,right,0.3993126458028655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.47551142926164,73.48642027760985,73.48642027760985,81.32064189915997,space,7.818415720087387,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.32067795550887,81.3368657538,81.3368657538,83.1208356419412,space,1.7672556671566326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
1,condition_1/leftstar.PNG,left,,,,,0,0,0,0,,,,,,,,,83.29475914959897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.14696417561362,83.29475914959897,83.62364563339582,83.62365765217879,84.13639485788389,84.6464371519811,84.4204377601315,84.42046119675825,85.74905322037279,85.74905322037279,86.55288204405844,87.28725912856612,space,0,1.5319417185176576,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
1,condition_1/rightstar.PNG,right,,,,,0,1,1,12,,,,,,,,,87.38952064286065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.28828312887379,87.38952064286065,87.79058743003566,87.79062168356705,88.3030274713322,88.79783355427861,88.58682308712054,88.58683600731223,89.91619723303575,89.91619723303575,90.71957054484744,90.75370268655854,space,0,0.8289564932076132,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
8,condition_1/blank.PNG,space,,,,,0,2,2,10,,,,,,,,,90.85155871596129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.75426095902674,90.85155871596129,91.25763883797595,91.25765356098509,91.75311466760252,92.15119178251769,92.03676575752581,92.03677627396092,93.37474505156655,93.37474505156655,94.16986085854973,95.45434274684476,space,1,2.0658713437360348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,3,3,22,,,,,,,,,95.55383723683371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.45530034337662,95.55383723683371,95.95712449415947,95.95713621247285,96.46960389697017,96.97989558081366,96.75361825460828,96.75363508090442,98.08230342379068,98.08230342379068,98.88629780621153,99.0885582989095,space,0,0.9901019312982271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
1,condition_1/blank.PNG,space,,,,,0,4,4,8,,,,,,,,,99.1860922249291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.09021268438312,99.1860922249291,99.59043322905035,99.59044554830285,100.10317974931218,100.46338537866978,100.3874116469218,100.38743989106172,101.70813016582315,101.70813016582315,102.50317295869985,103.5706908757005,space,1,1.8529808384543571,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,5,5,1,,,,,,,,,103.67469631540166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5715066505935,103.67469631540166,104.0737670831976,104.07377850104143,104.58633031701942,105.08889933187584,104.87041889064227,104.87044022398203,106.19914492368673,106.19914492368673,107.00291816050122,107.1044738717668,space,0,0.8980347487052427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
2,condition_1/leftstar.PNG,left,,,,,0,6,6,17,,,,,,,,,107.20793666341757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.10559943079039,107.20793666341757,107.60705851104103,107.60707083029354,108.11973081531818,108.6199747966121,108.40378543587917,108.40380737015806,109.73228611674324,109.73228611674324,,110.17527952684452,space,0,0.4283371052280245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2023-11-09_17h49.16.003,untitled,2023.2.2,59.909527023986385,2023-11-09 17h49.36.417324 +0800,
